Kods,Nosaukums,Vecāka kods,Spēkā no,Spēkā līdz,Līmenis,Saistītās klasif.
35.24,Gāzes uzglabāšana kā daļa no tīkla apgādes pakalpojumiem,35.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
35.3,Siltumapgāde un gaisa kondicionēšana,35,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
35.3,Siltumapgāde un gaisa kondicionēšana,35.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
35.4,Elektroenerģijas un dabasgāzes brokeru un aģentu darbība,35,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
35.4,Elektroenerģijas un dabasgāzes brokeru un aģentu darbība,35.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
E,"ŪDENSAPGĀDE; KANALIZĀCIJAS, ATKRITUMU APSAIMNIEKOŠANAS UN REMEDIĀCIJAS DARBĪBAS",,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
36,"Ūdens ieguve, attīrīšana un apgāde",E,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
36,"Ūdens ieguve, attīrīšana un apgāde",36,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
36,"Ūdens ieguve, attīrīšana un apgāde",36,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
37,Kanalizācija,E,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
37,Kanalizācija,37,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
37,Kanalizācija,37,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
38,"Atkritumu savākšana, resursu atgūšana no atkritumiem un atkritumu likvidēšana",E,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
38.1,Atkritumu savākšana,38,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
38.11,Nebīstamo atkritumu savākšana,38.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
38.12,Bīstamo atkritumu savākšana,38.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
38.2,Resursu atgūšana no atkritumiem,38,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
38.21,Materiālu atgūšana,38.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
38.22,Enerģijas atgūšana,38.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
38.23,Cita resursu atgūšana no atkritumiem,38.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
38.3,Atkritumu likvidēšana bez resursu atgūšanas,38,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
38.31,Sadedzināšana bez enerģijas atgūšanas,38.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
38.32,Apglabāšana poligonā vai pastāvīga glabāšana,38.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
38.33,Cita atkritumu likvidēšana,38.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
39,Remediācijas un citi atkritumu apsaimniekošanas pakalpojumi,E,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
39,Remediācijas un citi atkritumu apsaimniekošanas pakalpojumi,39,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
39,Remediācijas un citi atkritumu apsaimniekošanas pakalpojumi,39,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
F,BŪVNIECĪBA,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
41,Dzīvojamo un nedzīvojamo ēku būvniecība,F,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
41,Dzīvojamo un nedzīvojamo ēku būvniecība,41,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
41,Dzīvojamo un nedzīvojamo ēku būvniecība,41,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
42,Inženierbūvniecība,F,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
42.1,Ceļu un dzelzceļu būvniecība,42,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
42.11,Ceļu un automaģistrāļu būvniecība,42.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
42.12,Dzelzceļu un pazemes dzelzceļu būvniecība,42.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
42.13,Tiltu un tuneļu būvniecība,42.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
42.2,Komunālo pakalpojumu objektu būvniecība,42,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
42.21,Komunālo ūdenssaimniecības objektu būvniecība,42.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
42.22,Komunālo elektroapgādes un telekomunikāciju objektu būvniecība,42.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
42.9,Citu inženierbūvniecības objektu būvniecība,42,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
42.91,Hidrotehnisko objektu būvniecība,42.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
42.99,Citur neklasificētu inženierbūvniecības objektu būvniecība,42.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43,Specializēti būvdarbi,F,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
43.1,Nojaukšana un būvlaukuma sagatavošana,43,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
43.11,Nojaukšana,43.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.12,Būvlaukuma sagatavošana,43.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.13,Pētniecisko urbumu veikšana,43.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.2,"Elektroinstalācijas ierīkošanas, santehnisko sistēmu uzstādīšanas un citas būvobjekta aprīkošanas darbības",43,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
43.21,Elektroinstalācijas ierīkošana,43.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.22,"Santehnisko sistēmu, apkures un gaisa kondicionēšanas iekārtu uzstādīšana",43.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.23,Izolācijas ierīkošana,43.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.24,Citu inženiersistēmu montāža,43.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.3,Ēku pabeigšana un apdare,43,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
43.31,Apmetēju darbi,43.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.32,Galdniecības izstrādājumu uzstādīšana,43.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.33,Grīdas un sienu apdare,43.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.34,Krāsošana un stiklošana,43.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.35,Citas ēku pabeigšanas un apdares darbības,43.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.4,Ēku būvniecības specializēti būvdarbi,43,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
43.41,Jumiķu darbi,43.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.42,Citi ēku būvniecības specializēti būvdarbi,43.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.5,Inženierbūvniecības specializēti būvdarbi,43,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
43.5,Inženierbūvniecības specializēti būvdarbi,43.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.6,Specializētu būvdarbu starpniecības pakalpojumi,43,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
43.6,Specializētu būvdarbu starpniecības pakalpojumi,43.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.9,Citi specializēti būvdarbi,43,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
43.91,Mūrniecība un ķieģeļu likšana,43.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
43.99,Citur neklasificēti specializēti būvdarbi,43.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
G,VAIRUMTIRDZNIECĪBA UN MAZUMTIRDZNIECĪBA,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
46,Vairumtirdzniecība,G,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
46.1,Vairumtirdzniecība par atlīdzību vai uz līguma pamata,46,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
46.11,"Lauksaimniecības izejvielu, dzīvu dzīvnieku, tekstilizejvielu un pusfabrikātu vairumtirdzniecības aģentu darbība",46.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.12,"Degvielu, rūdu, metālu un rūpniecisko ķīmisko vielu vairumtirdzniecības aģentu darbība",46.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.13,Kokmateriālu un būvmateriālu vairumtirdzniecības aģentu darbība,46.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.14,"Mašīnu, rūpniecības iekārtu, kuģu un gaisa kuģu vairumtirdzniecības aģentu darbība",46.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.15,"Mēbeļu, mājsaimniecības preču un metālizstrādājumu vairumtirdzniecības aģentu darbība",46.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.16,"Tekstilizstrādājumu, apģērbu, apavu un ādas izstrādājumu vairumtirdzniecības aģentu darbība",46.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.17,"Pārtikas, dzērienu un tabakas vairumtirdzniecības aģentu darbība",46.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.18,Citu konkrētu produktu vairumtirdzniecības aģentu darbība,46.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.19,Nespecializētā vairumtirdzniecībā iesaistītu aģentu darbība,46.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.2,Lauksaimniecības izejvielu un dzīvu dzīvnieku vairumtirdzniecība,46,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
46.21,"Graudu, neapstrādātas tabakas, sēklu un lopbarības vairumtirdzniecība",46.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.22,Ziedu un augu vairumtirdzniecība,46.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.23,Dzīvu dzīvnieku vairumtirdzniecība,46.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.24,"Jēlādu, kailādu un izstrādātu ādu vairumtirdzniecība",46.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.3,"Pārtikas, dzērienu un tabakas vairumtirdzniecība",46,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
46.31,Augļu un dārzeņu vairumtirdzniecība,46.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.32,"Gaļas, gaļas produktu, zivju un zivju produktu vairumtirdzniecība",46.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.33,"Piena produktu, olu un pārtikas eļļu un tauku vairumtirdzniecība",46.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.34,Dzērienu vairumtirdzniecība,46.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.35,Tabakas izstrādājumu vairumtirdzniecība,46.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.36,"Cukura, šokolādes un cukura konditorejas vairumtirdzniecība",46.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.37,"Kafijas, tējas, kakao un garšvielu vairumtirdzniecība",46.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.38,Citu pārtikas produktu vairumtirdzniecība,46.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.39,"Pārtikas produktu, dzērienu un tabakas nespecializēta vairumtirdzniecība",46.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.4,Mājsaimniecības preču vairumtirdzniecība,46,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
46.41,Tekstilizstrādājumu vairumtirdzniecība,46.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.42,Apģērbu un apavu vairumtirdzniecība,46.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.43,Elektrisku mājsaimniecības ierīču vairumtirdzniecība,46.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.44,"Porcelāna, stikla izstrādājumu un tīrīšanas līdzekļu vairumtirdzniecība",46.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.45,Smaržu un kosmētikas līdzekļu vairumtirdzniecība,46.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.46,Farmaceitisku produktu un medicīnas preču vairumtirdzniecība,46.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.47,"Mājsaimniecības, biroja un veikalu mēbeļu, paklāju un apgaismes ierīču vairumtirdzniecība",46.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.48,Pulksteņu un juvelierizstrādājumu vairumtirdzniecība,46.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.49,Citu mājsaimniecības preču vairumtirdzniecība,46.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.5,Informācijas un komunikāciju tehnoloģiju iekārtu vairumtirdzniecība,46,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
46.5,Informācijas un komunikāciju tehnoloģiju iekārtu vairumtirdzniecība,46.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.6,"Citu mašīnu, iekārtu un to piederumu vairumtirdzniecība",46,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
46.61,"Lauksaimniecības mašīnu, iekārtu un to piederumu vairumtirdzniecība",46.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.62,Darbgaldu vairumtirdzniecība,46.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.63,"Ieguves rūpniecības, būvniecības un inženierbūvniecības mašīnu vairumtirdzniecība",46.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.64,Citu mašīnu un iekārtu vairumtirdzniecība,46.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.7,"Mehānisko transportlīdzekļu, motociklu un to daļu un piederumu vairumtirdzniecība",46,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
46.71,Mehānisko transportlīdzekļu vairumtirdzniecība,46.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.72,Mehānisko transportlīdzekļu daļu un piederumu vairumtirdzniecība,46.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.73,Motociklu un to daļu un piederumu vairumtirdzniecība,46.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.8,Cita specializēta vairumtirdzniecība,46,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
46.81,"Degvielas, cietā, šķidrā un gāzveida kurināmā un ar to saistītu produktu vairumtirdzniecība",46.8,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.82,Metālu un metāla rūdu vairumtirdzniecība,46.8,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.83,"Kokmateriālu, būvmateriālu un sanitārtehnikas ierīču vairumtirdzniecība",46.8,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.84,"Metālizstrādājumu, cauruļu, apkures iekārtu un to piederumu vairumtirdzniecība",46.8,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.85,Ķīmisku produktu vairumtirdzniecība,46.8,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.86,Citu starpproduktu vairumtirdzniecība,46.8,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.87,Atkritumu un lūžņu vairumtirdzniecība,46.8,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
46.89,Citur neklasificēta specializēta vairumtirdzniecība,46.8,01.01.2025,,4,
46.9,Nespecializēta vairumtirdzniecība,46,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
46.9,Nespecializēta vairumtirdzniecība,46.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47,Mazumtirdzniecība,G,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
47.1,Nespecializēta mazumtirdzniecība,47,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
47.11,"Nespecializēta galvenokārt pārtikas, dzērienu vai tabakas mazumtirdzniecība",47.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.12,Cita nespecializēta mazumtirdzniecība,47.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.2,"Pārtikas, dzērienu un tabakas mazumtirdzniecība",47,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
47.21,Augļu un dārzeņu mazumtirdzniecība,47.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.22,Gaļas un gaļas produktu mazumtirdzniecība,47.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.23,"Zivju, vēžveidīgo un mīkstmiešu mazumtirdzniecība",47.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.24,"Maizes, kūku un konditorejas izstrādājumu mazumtirdzniecība",47.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.25,Dzērienu mazumtirdzniecība,47.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.26,Tabakas izstrādājumu mazumtirdzniecība,47.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.27,Citu pārtikas produktu mazumtirdzniecība,47.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.3,Motoru degvielas mazumtirdzniecība,47,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
47.3,Motoru degvielas mazumtirdzniecība,47.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.4,Informācijas un komunikāciju iekārtu mazumtirdzniecība,47,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
47.4,Informācijas un komunikāciju iekārtu mazumtirdzniecība,47.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.5,Citu mājsaimniecības piederumu mazumtirdzniecība,47,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
47.51,Tekstilizstrādājumu mazumtirdzniecība,47.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.52,"Metālizstrādājumu, būvniecības materiālu, krāsu un stikla mazumtirdzniecība",47.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.53,"Paklāju, grīdsegu, tapešu un grīdas segumu mazumtirdzniecība",47.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.54,Elektrisku mājsaimniecības ierīču mazumtirdzniecība,47.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.55,"Mēbeļu, apgaismes ierīču, galda piederumu un citu mājsaimniecības preču mazumtirdzniecība",47.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.6,Kultūras preču un atpūtai paredzētu preču mazumtirdzniecība,47,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
47.61,Grāmatu mazumtirdzniecība,47.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.62,Laikrakstu un citu periodisko izdevumu un rakstāmpiederumu mazumtirdzniecība,47.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.63,Sporta aprīkojuma mazumtirdzniecība,47.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.64,Spēļu un rotaļlietu mazumtirdzniecība,47.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.69,Citur neklasificētu kultūras preču un atpūtai paredzētu preču mazumtirdzniecība,47.6,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.7,"Citu preču, izņemot mehāniskos transportlīdzekļus un motociklus, mazumtirdzniecība",47,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
47.71,Apģērbu mazumtirdzniecība,47.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.72,Apavu un ādas izstrādājumu mazumtirdzniecība,47.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.73,Farmaceitisku produktu mazumtirdzniecība,47.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.74,Medicīnas un ortopēdisko preču mazumtirdzniecība,47.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.75,Kosmētikas un tualetes piederumu mazumtirdzniecība,47.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.76,"Ziedu, augu, mēslošanas līdzekļu, lolojumdzīvnieku un to barības mazumtirdzniecība",47.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.77,Pulksteņu un juvelierizstrādājumu mazumtirdzniecība,47.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.78,Citu jaunu preču mazumtirdzniecība,47.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.79,Lietotu preču mazumtirdzniecība,47.7,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.8,"Mehānisko transportlīdzekļu, motociklu un to daļu un piederumu mazumtirdzniecība",47,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
47.81,Mehānisko transportlīdzekļu mazumtirdzniecība,47.8,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.82,Mehānisko transportlīdzekļu daļu un piederumu mazumtirdzniecība,47.8,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.83,Motociklu un to daļu un piederumu mazumtirdzniecība,47.8,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.9,Mazumtirdzniecības starpniecības pakalpojumi,47,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
47.91,Nespecializētas mazumtirdzniecības starpniecības pakalpojumi,47.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
47.92,Specializētas mazumtirdzniecības starpniecības pakalpojumi,47.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
H,TRANSPORTS UN UZGLABĀŠANA,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
49,Sauszemes transports un cauruļvadu transports,H,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
49.1,Pasažieru dzelzceļa transports,49,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
49.11,Pasažieru smagā dzelzceļa transports,49.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
49.12,Cits pasažieru dzelzceļa transports,49.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
49.2,Kravu dzelzceļa transports,49,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
49.2,Kravu dzelzceļa transports,49.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
49.3,Cits pasažieru sauszemes transports,49,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
49.31,Regulārais pasažieru sauszemes transports,49.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
49.32,Neregulārais pasažieru sauszemes transports,49.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
49.33,"Pasažieru transporta pakalpojumi pēc pieprasījuma, ko nodrošina ar transportlīdzekli ar vadītāju",49.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
49.34,Pasažieru transports pa trošu ceļiem un slēpošanas pacēlājos,49.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
49.39,Citur neklasificēts pasažieru sauszemes transports,49.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
49.4,Kravu autotransports un pārcelšanās pakalpojumi,49,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
49.41,Kravu autotransports,49.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
49.42,Pārcelšanās pakalpojumi,49.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
49.5,Cauruļvadu transports,49,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
49.5,Cauruļvadu transports,49.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
50,Ūdens transports,H,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
50.1,Pasažieru jūras un piekrastes ūdens transports,50,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
50.1,Pasažieru jūras un piekrastes ūdens transports,50.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
50.2,Kravu jūras un piekrastes ūdens transports,50,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
50.2,Kravu jūras un piekrastes ūdens transports,50.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
50.3,Pasažieru transports iekšzemes ūdeņos,50,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
50.3,Pasažieru transports iekšzemes ūdeņos,50.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
50.4,Kravu transports iekšzemes ūdeņos,50,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
50.4,Kravu transports iekšzemes ūdeņos,50.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
51,Gaisa transports,H,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
51.1,Pasažieru gaisa transports,51,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
51.1,Pasažieru gaisa transports,51.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
51.2,Kravu gaisa transports un kosmiskais transports,51,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
51.21,Kravu gaisa transports,51.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
51.22,Kosmiskais transports,51.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
52,"Uzglabāšana, noliktavu saimniecība un transporta atbalsta pakalpojumi",H,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
52.1,Uzglabāšana un noliktavu saimniecība,52,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
52.1,Uzglabāšana un noliktavu saimniecība,52.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
52.2,Transporta atbalsta pakalpojumi,52,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
52.21,Ar sauszemes transportu saistīti atbalsta pakalpojumi,52.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
52.22,Ar ūdens transportu saistīti atbalsta pakalpojumi,52.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
52.23,Ar gaisa transportu saistīti atbalsta pakalpojumi,52.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
52.24,Kravu apstrāde,52.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
52.25,Loģistikas pakalpojumi,52.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
52.26,Citi transporta atbalsta pakalpojumi,52.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
52.3,Starpniecības pakalpojumi transporta jomā,52,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
52.31,Starpniecības pakalpojumi kravu transporta jomā,52.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
